Timestamp,Open,High,Low,Close,Volume,MA_5,MA_10,RSI,MACD,MACD_signal,MACD_hist
2017-08-22 16:00:00,3858.23,4104.82,3853.47,3984.24,159.535655,3873.8839999999996,3950.121,44.6733618522925,-90.7503081698751,-82.6866755504294,-8.063632619445698
2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681,3909.406,3949.7580000000003,49.19098517800039,-77.97034419288411,-81.74340927892035,3.7730650860362402
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384,3969.8720000000003,3957.488,53.610421827601165,-62.24996963321473,-77.84472134977923,15.594751716564502
2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603,4011.5519999999997,3962.7760000000003,51.56896040429234,-51.26061669178489,-72.52790041818037,21.267283726395476
2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022,4087.504,3983.87,61.62367583107108,-29.054934282496106,-63.83330719104352,34.77837290854741
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569,4130.066,4001.975,58.34926394631853,-14.592078442939055,-53.98506144142263,39.392982998483575
2017-08-23 16:00:00,4226.94,4259.58,4103.51,4117.07,174.637585,4145.4800000000005,4027.4429999999993,52.48225877739679,-9.474660580688578,-45.08298126927583,35.60832068858725
2017-08-23 20:00:00,4136.48,4178.65,4069.8,4114.01,152.616402,4148.2,4059.036,52.26572642710599,-5.60141683584061,-37.186668382588785,31.585251546748175
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015,4155.9400000000005,4083.746,52.23311364122484,-2.537292342460205,-30.256793174563068,27.719500832102863
2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946,4139.005999999999,4113.254999999999,55.02614077561709,3.062432458250896,-23.592948048000274,26.65538050625117
2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488,4139.996,4135.031,58.246804150661724,11.298086561847413,-16.614741126030736,27.91282768787815
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342,4160.982,4153.231,59.529111201087666,19.217210585327848,-9.44835078375902,28.665561369086866
2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358,4181.394,4164.7970000000005,58.95101122973809,24.729604500188543,-2.6127597269695073,27.34236422715805
2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955,4221.88,4188.91,65.10198180338938,36.739034439179704,5.257599106260335,31.481435332919368
2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526,4253.754,4196.379999999999,64.75484800791799,45.46461020973766,13.2990013269558,32.165608882781854
2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543,4279.154,4209.575,65.72183539219323,53.08385492786965,21.25597204713857,31.82788288073108
2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306,4307.008,4233.995,67.6150273161279,61.02264945144452,29.209307527999762,31.81334192344476
2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656,4342.666,4262.030000000001,69.47665041503116,69.18674602174997,37.20479522674981,31.98195079500016
2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.39933,4340.897999999999,4281.389,59.733087745046966,67.83933739709755,43.33170366081936,24.507633736278194
2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625,4334.496,4294.125,57.11243457449119,63.89741511399825,47.44484595145514,16.452569162543107
2017-08-26 00:00:00,4280.71,4315.0,4228.99,4297.94,41.638568,4328.284,4303.719,58.393293900476216,61.45770489089773,50.24741773934366,11.21028715155407
2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288,4319.969999999999,4313.489,60.01463319576156,60.581718762931814,52.31427794406129,8.267440818870526
