Timestamp,Open,High,Low,Close,Volume,MA_5,MA_10,RSI,MACD,MACD_signal,MACD_hist
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,3811.9979999999996,3869.626,45.858821173501354,-140.54474703277083,-100.89177771395664,-39.652969318814186
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,3851.9979999999996,3846.589,45.66380787201888,-134.02194448308728,-107.51781106778277,-26.50413341530451
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,3831.006,3786.7410000000004,40.32895701826157,-150.51887189307263,-116.11802323284076,-34.40084866023187
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,3810.182,3729.9559999999997,40.083417551813305,-162.85488200752752,-125.46539498777811,-37.38948701974941
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,3759.1799999999994,3713.4869999999996,44.802907435922094,-155.97551805722833,-131.56741960166815,-24.40809845556018
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,3709.1760000000004,3760.5870000000004,42.45620417587938,-158.37925834622774,-136.92978735058009,-21.44947099564766
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,3713.326,3782.6620000000003,48.73968223787525,-137.65866446044447,-137.07556277255298,-0.5831016878914852
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,3767.798,3799.4020000000005,47.90992323182331,-122.91906908599367,-134.24426403524114,11.325194949247475
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,3887.2240000000006,3848.703,54.63793732716006,-85.18896935859175,-124.43320509991128,39.24423574131953
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,3966.1240000000007,3862.6520000000005,54.18905908069066,-56.133318924205014,-110.77322786477004,54.63990894056502
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,4069.058,3889.1169999999997,54.19322135377462,-32.71406779841209,-95.16139585149845,62.447328053086366
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,4160.61,3936.968,58.544540808092016,2.26630351437052,-75.67585597832466,77.94215949269518
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,4259.835999999999,4013.8170000000005,58.543659292044566,29.644357351856797,-54.61181331228837,84.25617066414517
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,4297.236,4092.2300000000005,58.57769110912919,50.87782565926818,-33.51388551797706,84.39171117724524
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,4324.336,4145.2300000000005,56.28611349588389,61.34988401226201,-14.541131611929247,75.89101562419125
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,4331.116,4200.0869999999995,53.048374554492014,60.7656575479441,0.5202262200454228,60.24543132789868
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,4313.9,4237.254999999999,55.33584182993051,66.30353530327466,13.67688803669127,52.62664726658339
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,4312.004,4285.92,57.37818294003371,75.99488072066106,26.140486573485227,49.85439414717583
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,4320.604,4308.92,58.80870439195925,87.02946894544311,38.318283047876804,48.71118589756631
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,4386.604,4355.469999999999,64.0328901707329,111.99355409083728,53.05333725646891,58.94021683436837
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,4502.276,4416.696000000001,67.0779419161255,141.9985375626893,70.84237731771299,71.15616024497632
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,4600.402,4457.151,66.91643666892281,163.57818515388226,89.38953888494686,74.1886462689354
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,4690.888000000001,4501.446,67.74148272136917,181.68203229622486,107.84803756720245,73.83399472902241
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,4892.2880000000005,4606.446,77.37769234347725,242.34240219639378,134.74691049304073,107.59549170335305
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,5094.284000000001,4740.4439999999995,79.73426842121366,304.6548583609547,168.72850006662352,135.92635829433115
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,5310.892,4906.584000000001,81.77867987421585,367.553963807708,208.49359281484044,159.06037099286755
2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.523375,5496.278,5048.34,75.79065079871992,399.8817078037946,246.77121581263128,153.11049199116331
2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.996462,5683.996,5187.442,76.37321479594762,424.6436530109422,282.3457032522935,142.2979497586487
2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.869376,5716.996,5304.642,70.35910188945164,426.0408049195503,311.0847235857449,114.9560813338054
2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,5689.411999999999,5391.848,67.48279196844716,415.663977441458,332.0005743568875,83.66340308457046
2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.722107,5652.194,5481.543,70.20088131485626,416.5051071672651,348.9014809189631,67.60362624830202
2017-10-20,5683.31,6110.0,5600.0,6010.01,1972.97722,5712.197999999999,5604.237999999999,74.54881594791478,438.4320879248944,366.8076023201494,71.62448560474502
2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.307693,5765.188,5724.592,74.73096228846092,451.808359596258,383.8077537753711,68.0006058208869
2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.092216,5836.192,5776.594,71.95263201721345,451.16061393027485,397.27832580635186,53.88228812392299
2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,5916.966,5803.189,70.66576867101415,442.79225918991597,406.3811124830647,36.41114670685124
2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.418767,5875.592,5763.893,56.62431761883831,396.1778244595489,404.3404548783616,-8.162630418812682
2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813205,5811.588,5761.893,60.70435775106132,372.1299587937683,397.8983556614429,-25.768396867674596
2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.965882,5778.948,5772.068000000001,63.67267791912985,362.7514890123866,390.8689823316316,-28.117493319245
